cust_id,DOB,Gender,city_code,cluster,recency,frequency,monetary,R,F,M,Avg_M
271567,03-06-1985,F,2,1,965.0,5,15692.1,1.0,3,4,11681.718588039868
271568,16-10-1974,F,3,3,698.0,3,12553.91,2.0,2,3,8173.856144781144
271571,16-02-1992,M,7,0,,2,9525.1,,1,2,
271576,10-03-1986,M,9,2,487.0,6,13125.19,3.0,4,3,18786.61404494382
271577,03-09-1977,M,5,2,154.0,4,9803.56,4.0,3,3,12185.951431034482
271580,06-09-1978,M,7,1,423.0,6,19872.32,4.0,4,4,18744.19980232558
271581,18-11-1991,F,4,2,670.0,5,12581.53,2.0,3,3,12267.26375
271582,24-08-1976,M,6,3,,3,5621.14,,2,2,
271583,25-10-1985,F,5,1,276.0,9,27958.71,4.0,4,4,18744.19980232558
271584,04-09-1972,M,9,1,456.0,8,15804.82,3.0,4,4,18786.61404494382
271585,01-04-1990,M,5,3,1184.0,1,1674.08,1.0,1,1,4429.88862244898
271586,12-03-1990,F,8,2,575.0,5,11524.05,3.0,3,3,12095.5816
271587,27-10-1970,F,10,2,820.0,6,18123.1,2.0,4,4,19073.41199367089
271589,21-06-1975,F,7,2,1004.0,9,27052.61,1.0,4,4,18231.710714285717
271593,18-09-1977,M,1,3,1150.0,3,7212.34,1.0,2,2,8677.30678694158
271595,15-02-1974,M,5,3,1117.0,7,11000.27,1.0,4,3,18231.710714285717
271596,29-11-1972,F,9,1,154.0,7,14319.69,4.0,4,3,18744.19980232558
271597,23-11-1976,M,3,3,,2,4495.14,,1,1,
271598,28-03-1988,M,7,3,732.0,3,4028.83,2.0,2,1,8173.856144781144
271599,25-06-1991,F,1,0,422.0,4,6169.22,4.0,3,2,12185.951431034482
271601,20-07-1981,M,5,2,819.0,9,17566.19,2.0,4,4,19073.41199367089
271603,24-12-1985,M,3,3,1088.0,3,9888.65,1.0,2,3,8677.30678694158
271604,26-05-1988,F,9,3,912.0,3,9936.16,2.0,2,3,8173.856144781144
271605,20-06-1977,F,10,3,,3,10911.88,,2,3,
271606,02-12-1987,M,3,3,,5,18210.4,,3,4,
271607,07-04-1986,M,6,3,822.0,2,5165.88,2.0,1,1,4884.636892655367
271608,09-02-1970,F,4,0,699.0,3,5298.48,2.0,2,1,8173.856144781144
271609,27-09-1990,F,7,3,,2,5052.06,,1,1,
271611,01-05-1981,F,1,2,785.0,6,14627.99,2.0,4,3,19073.41199367089
271612,20-12-1987,F,10,1,,4,8824.53,,3,2,
271613,12-09-1981,F,1,0,691.0,7,21957.46,2.0,4,4,19073.41199367089
271614,23-06-1989,M,9,3,728.0,4,12623.52,2.0,3,3,12267.26375
271615,06-06-1975,F,10,3,,2,3938.22,,1,1,
271617,19-01-1977,M,3,2,1428.0,4,15620.28,1.0,3,4,11681.718588039868
271618,28-06-1980,M,9,2,787.0,3,6494.09,2.0,2,2,8173.856144781144
271619,23-12-1979,M,10,1,547.0,2,3049.8,3.0,1,1,5076.74070967742
271620,03-07-1975,M,9,0,578.0,7,14277.7,3.0,4,3,18786.61404494382
271625,15-09-1988,F,2,3,,1,6400.16,,1,2,
271626,02-06-1970,,6,1,941.0,4,15412.54,1.0,3,4,11681.718588039868
271629,08-02-1972,F,5,2,,5,17066.72,,3,4,
271632,10-05-1992,F,10,1,997.0,6,19977.29,1.0,4,4,18231.710714285717
271633,20-10-1987,M,6,2,,3,9401.34,,2,2,
271634,01-05-1977,F,3,3,1423.0,3,5206.76,1.0,2,1,8677.30678694158
271635,06-09-1989,F,1,0,970.0,4,17734.15,1.0,3,4,11681.718588039868
271636,29-08-1971,M,9,1,417.0,7,19791.65,4.0,4,4,18744.19980232558
271639,29-09-1977,F,1,2,877.0,4,5057.59,2.0,3,1,12267.26375
271643,08-02-1978,F,3,2,,4,8151.59,,3,2,
271647,27-10-1989,F,6,2,1242.0,3,13020.22,1.0,2,3,8677.30678694158
271648,01-01-1980,F,1,1,1311.0,4,10304.12,1.0,3,3,11681.718588039868
271650,01-04-1990,M,10,1,453.0,6,22769.63,3.0,4,4,18786.61404494382
271651,10-04-1971,F,1,3,,2,2505.03,,1,1,
271653,01-02-1988,M,1,3,,1,311.61,,1,1,
271654,06-09-1975,F,8,0,359.0,2,8759.33,4.0,1,2,5121.214583333333
271655,18-07-1975,F,1,2,305.0,1,4773.6,4.0,1,1,5121.214583333333
271656,03-01-1982,M,6,3,305.0,5,4628.85,4.0,3,1,12185.951431034482
271657,19-03-1990,M,6,3,641.0,3,6960.4,2.0,2,2,8173.856144781144
271658,25-03-1972,F,10,3,854.0,3,4061.98,2.0,2,1,8173.856144781144
271659,03-05-1984,F,1,0,1002.0,2,5912.85,1.0,1,2,4429.88862244898
271660,28-03-1980,F,4,0,1182.0,5,11616.87,1.0,3,3,11681.718588039868
271661,10-11-1987,M,7,0,516.0,3,6605.69,3.0,2,2,8499.556146616542
271663,23-07-1980,F,7,2,418.0,3,4989.07,4.0,2,1,8503.386485355648
271664,25-11-1979,M,7,3,2.0,5,13204.75,4.0,3,3,12185.951431034482
271665,25-09-1981,M,6,3,387.0,4,9570.41,4.0,3,2,12185.951431034482
271666,10-11-1979,M,4,3,793.0,2,1404.45,2.0,1,1,4884.636892655367
271668,06-09-1974,F,8,0,637.0,6,18979.48,3.0,4,4,18786.61404494382
271669,16-04-1978,M,2,1,447.0,4,15696.52,4.0,3,4,12185.951431034482
271670,28-05-1974,F,2,2,489.0,4,13745.09,3.0,3,3,12095.5816
271671,26-09-1986,F,9,3,1156.0,4,7780.3,1.0,3,2,11681.718588039868
271672,12-10-1982,F,1,1,664.0,3,9878.7,2.0,2,3,8173.856144781144
271673,26-06-1975,F,7,3,453.0,6,11693.11,3.0,4,3,18786.61404494382
271674,06-02-1992,F,4,0,216.0,3,3040.96,4.0,2,1,8503.386485355648
271675,17-11-1986,M,3,3,,5,18009.29,,3,4,
271679,15-10-1971,F,5,3,305.0,4,7039.95,4.0,3,2,12185.951431034482
271680,18-11-1975,F,1,0,1250.0,2,8779.23,1.0,1,2,4429.88862244898
271682,08-06-1981,F,2,1,425.0,5,11720.74,4.0,3,3,12185.951431034482
271683,01-08-1975,M,2,3,92.0,3,1987.89,4.0,2,1,8503.386485355648
271685,15-07-1991,M,1,3,,1,1243.12,,1,1,
271687,08-08-1989,M,1,0,,5,19919.83,,3,4,
271688,05-01-1978,M,7,3,517.0,4,3971.37,3.0,3,1,12095.5816
271689,21-11-1982,F,2,3,1423.0,4,4415.58,1.0,3,1,11681.718588039868
271690,15-12-1971,F,8,3,728.0,3,3909.49,2.0,2,1,8173.856144781144
271692,07-03-1970,M,5,3,185.0,2,4496.24,4.0,1,1,5121.214583333333
271694,12-02-1977,F,10,0,123.0,6,13866.65,4.0,4,3,18744.19980232558
271695,11-11-1976,F,6,3,518.0,1,523.77,3.0,1,1,5076.74070967742
271697,03-01-1982,F,4,3,1180.0,5,11664.38,1.0,3,3,11681.718588039868
271698,27-02-1979,M,8,3,1365.0,3,4513.93,1.0,2,1,8677.30678694158
271699,07-05-1979,F,9,3,364.0,7,8340.54,4.0,4,2,18744.19980232558
271700,07-10-1992,F,4,0,1249.0,2,3487.38,1.0,1,1,4429.88862244898
271701,11-07-1991,M,7,3,336.0,7,15995.98,4.0,4,4,18744.19980232558
271702,09-02-1992,F,7,3,542.0,4,13299.78,3.0,3,3,12095.5816
271703,04-09-1982,F,6,3,,4,8859.89,,3,2,
271704,07-01-1976,F,5,3,,3,8988.07,,2,2,
271705,15-11-1980,M,10,3,846.0,4,6301.82,2.0,3,2,12267.26375
271706,25-11-1979,F,3,3,730.0,1,2479.62,2.0,1,1,4884.636892655367
271707,13-06-1977,M,3,3,396.0,4,4178.01,4.0,3,1,12185.951431034482
271712,06-03-1992,M,2,3,,2,4647.63,,1,1,
271714,01-01-1990,M,1,2,389.0,6,15306.46,4.0,4,4,18744.19980232558
271716,04-10-1978,M,9,3,1094.0,3,12331.8,1.0,2,3,8677.30678694158
271717,21-09-1982,M,6,3,1425.0,5,17853.49,1.0,3,4,11681.718588039868
271718,10-03-1971,F,6,2,664.0,5,11573.77,2.0,3,3,12267.26375
271719,24-09-1979,F,1,3,364.0,4,3627.72,4.0,3,1,12185.951431034482
271721,17-09-1982,M,8,0,909.0,7,21233.68,2.0,4,4,19073.41199367089
271722,20-03-1973,M,6,1,155.0,5,11078.73,4.0,3,3,12185.951431034482
271724,21-10-1989,F,8,3,277.0,1,2974.66,4.0,1,1,5121.214583333333
271726,26-02-1979,F,2,0,356.0,4,10375.95,4.0,3,3,12185.951431034482
271729,14-06-1989,F,4,0,63.0,8,19688.89,4.0,4,4,18744.19980232558
271730,25-01-1978,M,6,2,694.0,2,8278.66,2.0,1,2,4884.636892655367
271731,18-03-1978,M,8,3,1087.0,6,17668.95,1.0,4,4,18231.710714285717
271732,11-01-1987,F,7,1,726.0,2,9441.12,2.0,1,2,4884.636892655367
271733,12-07-1981,M,9,3,783.0,5,11538.41,2.0,3,3,12267.26375
271735,05-06-1992,M,8,1,62.0,5,9857.7,4.0,3,3,12185.951431034482
271736,23-09-1985,M,9,2,390.0,4,11166.02,4.0,3,3,12185.951431034482
271737,22-12-1985,M,9,1,575.0,6,13465.53,3.0,4,3,18786.61404494382
271738,29-11-1983,F,5,2,1390.0,4,7455.43,1.0,3,2,11681.718588039868
271740,03-09-1974,M,5,1,753.0,4,15371.66,2.0,3,4,12267.26375
271742,27-04-1978,M,5,0,572.0,6,20707.7,3.0,4,4,18786.61404494382
271743,27-12-1972,F,3,3,,2,5249.85,,1,1,
271744,18-05-1979,F,10,3,,7,22220.44,,4,4,
271747,26-04-1976,F,3,2,1125.0,7,9047.74,1.0,4,2,18231.710714285717
271748,05-05-1975,F,4,3,549.0,3,9511.84,3.0,2,2,8499.556146616542
271749,19-08-1992,F,6,1,155.0,9,20229.24,4.0,4,4,18744.19980232558
271750,23-08-1970,F,6,3,1117.0,3,3334.89,1.0,2,1,8677.30678694158
271751,17-03-1972,F,8,3,543.0,2,6634.42,3.0,1,2,5076.74070967742
271753,17-02-1980,M,6,3,,1,1991.21,,1,1,
271756,01-07-1985,F,2,3,1156.0,5,16657.88,1.0,3,4,11681.718588039868
271757,28-08-1984,M,7,3,943.0,6,17202.64,1.0,4,4,18231.710714285717
271758,20-09-1992,M,4,2,635.0,3,4945.98,3.0,2,1,8499.556146616542
271760,06-04-1975,M,9,0,418.0,6,13093.15,4.0,4,3,18744.19980232558
271762,06-09-1976,M,4,0,356.0,6,26672.49,4.0,4,4,18744.19980232558
271763,14-05-1979,M,7,1,728.0,9,13352.82,2.0,4,3,19073.41199367089
271764,29-08-1986,M,7,0,782.0,8,11378.18,2.0,4,3,19073.41199367089
271766,13-04-1985,M,8,1,854.0,8,17603.76,2.0,4,4,19073.41199367089
271767,14-12-1990,M,4,1,546.0,2,9806.88,3.0,1,3,5076.74070967742
271768,23-04-1991,M,7,3,426.0,6,20255.76,4.0,4,4,18744.19980232558
271769,28-05-1977,F,1,0,880.0,6,17639.11,2.0,4,4,19073.41199367089
271770,24-12-1977,F,9,0,876.0,8,29346.59,2.0,4,4,19073.41199367089
271771,05-12-1990,M,10,2,610.0,4,14163.89,3.0,3,3,12095.5816
271772,17-12-1992,M,2,3,783.0,4,14490.97,2.0,3,3,12267.26375
271775,17-11-1987,M,1,1,,3,18673.4,,2,4,
271776,22-01-1971,F,10,3,,1,934.83,,1,1,
271777,08-03-1970,M,8,3,,1,4253.15,,1,1,
271778,23-03-1988,F,6,0,,2,2703.93,,1,1,
271781,01-08-1987,M,8,3,843.0,1,3055.32,2.0,1,1,4884.636892655367
271784,22-08-1971,M,3,3,1217.0,7,13707.52,1.0,4,3,18231.710714285717
271787,26-12-1976,M,10,0,,2,7390.24,,1,2,
271788,25-11-1988,M,5,0,725.0,4,13046.74,2.0,3,3,12267.26375
271789,13-03-1984,F,4,1,789.0,8,14934.08,2.0,4,3,19073.41199367089
271790,19-01-1984,F,5,3,,3,3808.93,,2,1,
271791,12-08-1986,M,8,1,,4,17954.04,,3,4,
271793,02-11-1979,M,2,1,663.0,7,22507.74,2.0,4,4,19073.41199367089
271794,16-01-1991,F,5,0,935.0,2,9409.08,1.0,1,2,4429.88862244898
271797,03-07-1980,F,2,1,968.0,11,39433.03,1.0,4,4,18231.710714285717
271799,17-01-1991,F,1,3,581.0,2,9234.49,3.0,1,2,5076.74070967742
271803,28-05-1976,F,7,1,,2,5559.26,,1,1,
271805,08-02-1990,F,4,0,1032.0,5,13260.0,1.0,3,3,11681.718588039868
271806,10-03-1980,F,10,3,545.0,6,13776.03,3.0,4,3,18786.61404494382
271807,28-02-1986,F,10,2,731.0,4,18205.98,2.0,3,4,12267.26375
271808,11-04-1984,M,10,0,547.0,5,11078.73,3.0,3,3,12095.5816
271810,26-03-1987,F,6,3,155.0,8,16729.7,4.0,4,4,18744.19980232558
271811,28-11-1990,M,3,0,388.0,8,29282.5,4.0,4,4,18744.19980232558
271813,24-07-1974,F,5,3,607.0,7,21126.5,3.0,4,4,18786.61404494382
271814,06-12-1988,F,5,1,,3,9003.54,,2,2,
271815,17-05-1979,F,9,3,,2,7039.95,,1,2,
271816,24-09-1986,M,6,0,418.0,8,15213.64,4.0,4,4,18744.19980232558
271817,24-12-1989,M,8,2,882.0,6,11792.56,2.0,4,3,19073.41199367089
271818,03-04-1973,M,7,3,1364.0,6,15595.97,1.0,4,4,18231.710714285717
271820,14-02-1980,M,3,2,,3,11382.6,,2,3,
271821,11-08-1977,F,8,3,32.0,9,16639.09,4.0,4,4,18744.19980232558
271822,09-12-1975,M,9,3,1005.0,9,28306.78,1.0,4,4,18231.710714285717
271823,28-03-1982,M,10,2,755.0,7,20017.08,2.0,4,4,19073.41199367089
271824,03-12-1980,M,5,3,542.0,4,4456.47,3.0,3,1,12095.5816
271825,07-02-1992,F,1,3,1056.0,4,7023.38,1.0,3,2,11681.718588039868
271827,21-06-1971,M,3,2,723.0,3,2204.48,2.0,2,1,8173.856144781144
271831,03-11-1982,F,7,1,943.0,4,1859.71,1.0,3,1,11681.718588039868
271832,13-02-1980,F,9,0,639.0,4,15240.16,2.0,3,4,12267.26375
271833,03-05-1984,F,4,3,1066.0,6,24967.47,1.0,4,4,18231.710714285717
271834,12-05-1980,M,9,1,997.0,11,48425.52,1.0,4,4,18231.710714285717
271836,10-11-1982,F,6,0,,2,8389.16,,1,2,
271838,10-06-1973,F,5,1,758.0,3,5328.31,2.0,2,1,8173.856144781144
271839,08-06-1981,F,2,1,1332.0,2,5383.56,1.0,1,1,4429.88862244898
271841,09-06-1987,M,10,3,1362.0,1,1633.19,1.0,1,1,4429.88862244898
271843,21-03-1990,M,6,3,723.0,6,9287.52,2.0,4,2,19073.41199367089
271844,19-08-1980,F,8,2,,1,1651.97,,1,1,
271845,17-02-1989,F,4,0,1370.0,4,21138.65,1.0,3,4,11681.718588039868
271846,11-07-1979,M,3,1,697.0,7,17749.62,2.0,4,4,19073.41199367089
271847,24-12-1989,F,10,3,1089.0,5,7454.33,1.0,3,2,11681.718588039868
271849,07-07-1983,M,8,2,760.0,2,9714.06,2.0,1,2,4884.636892655367
271850,05-10-1978,F,1,2,425.0,5,11288.68,4.0,3,3,12185.951431034482
271851,29-11-1989,M,8,2,936.0,7,26210.6,1.0,4,4,18231.710714285717
271852,11-02-1978,M,3,0,728.0,1,4680.78,2.0,1,1,4884.636892655367
271854,13-10-1984,F,1,0,,4,15866.69,,3,4,
271855,10-08-1978,M,2,1,1061.0,4,12803.64,1.0,3,3,11681.718588039868
271858,24-10-1977,M,2,3,,6,9000.23,,4,2,
271859,12-11-1988,F,1,2,359.0,4,10214.62,4.0,3,3,12185.951431034482
271862,24-04-1973,M,8,1,357.0,11,44266.3,4.0,4,4,18744.19980232558
271863,19-08-1971,M,1,3,1126.0,5,14896.5,1.0,3,3,11681.718588039868
271866,02-09-1992,F,7,2,821.0,4,11158.29,2.0,3,3,12267.26375
271867,05-05-1980,F,8,3,422.0,4,17050.15,4.0,3,4,12185.951431034482
271868,29-09-1989,M,2,3,758.0,7,7074.21,2.0,4,2,19073.41199367089
271870,28-04-1983,M,7,0,1180.0,2,4552.6,1.0,1,1,4429.88862244898
271872,08-05-1988,F,4,0,62.0,5,17817.02,4.0,3,4,12185.951431034482
271873,17-04-1972,M,1,1,418.0,8,15270.0,4.0,4,4,18744.19980232558
271875,20-03-1985,F,7,0,1363.0,4,14002.56,1.0,3,3,11681.718588039868
271876,23-06-1992,M,6,2,422.0,3,3065.27,4.0,2,1,8503.386485355648
271877,28-03-1992,F,6,0,336.0,2,2022.15,4.0,1,1,5121.214583333333
271880,01-12-1984,M,10,0,787.0,3,9210.17,2.0,2,2,8173.856144781144
271882,17-06-1992,F,9,3,,1,3404.51,,1,1,
271883,25-04-1986,F,3,3,,1,2782.39,,1,1,
271885,04-11-1973,F,3,2,641.0,5,10108.54,2.0,3,3,12267.26375
271887,22-07-1983,F,2,3,,5,9132.83,,3,2,
271888,17-07-1973,F,5,2,277.0,4,12824.63,4.0,3,3,12185.951431034482
271889,14-11-1977,F,5,3,361.0,4,5460.91,4.0,3,1,12185.951431034482
271891,07-06-1990,F,6,0,605.0,5,16031.34,3.0,3,4,12095.5816
271893,06-09-1981,M,4,1,510.0,6,10484.24,3.0,4,3,18786.61404494382
271894,27-11-1992,M,1,2,1065.0,3,11421.28,1.0,2,3,8677.30678694158
271896,24-02-1978,M,9,0,1034.0,3,8268.72,1.0,2,2,8677.30678694158
271897,02-08-1986,F,4,1,880.0,4,19012.63,2.0,3,4,12267.26375
271898,11-03-1991,M,3,1,456.0,6,15808.13,3.0,4,4,18786.61404494382
271900,08-02-1971,M,9,3,879.0,3,10525.12,2.0,2,3,8173.856144781144
271901,24-08-1975,M,10,3,879.0,7,9318.47,2.0,4,2,19073.41199367089
271903,16-04-1979,F,7,3,,4,14051.18,,3,3,
271905,11-03-1971,F,2,2,420.0,6,24048.12,4.0,4,4,18744.19980232558
271906,18-08-1988,M,10,3,479.0,1,2994.55,3.0,1,1,5076.74070967742
271907,05-06-1980,F,1,0,723.0,6,15724.15,2.0,4,4,19073.41199367089
271910,20-04-1978,M,6,3,1088.0,5,12713.02,1.0,3,3,11681.718588039868
271911,20-09-1979,F,9,3,971.0,5,16572.79,1.0,3,4,11681.718588039868
271912,01-05-1980,M,10,3,,1,3177.98,,1,1,
271913,15-10-1985,F,2,3,1067.0,2,1355.84,1.0,1,1,4429.88862244898
271914,12-05-1988,M,2,3,549.0,6,10583.69,3.0,4,3,18786.61404494382
271915,24-06-1971,F,7,3,520.0,4,11421.28,3.0,3,3,12095.5816
271916,12-05-1986,F,9,0,787.0,7,17754.03,2.0,4,4,19073.41199367089
271917,27-09-1985,M,7,1,1148.0,4,10006.88,1.0,3,3,11681.718588039868
271918,21-06-1977,M,2,3,361.0,3,4778.02,4.0,2,1,8503.386485355648
271920,04-11-1975,F,8,2,1309.0,5,14227.98,1.0,3,3,11681.718588039868
271922,19-06-1991,F,5,3,1028.0,2,3974.68,1.0,1,1,4429.88862244898
271923,07-11-1978,M,3,0,422.0,7,12961.65,4.0,4,3,18744.19980232558
271924,03-10-1970,M,5,2,609.0,5,17234.68,3.0,3,4,12095.5816
271927,17-09-1982,F,8,2,155.0,6,14808.1,4.0,4,3,18744.19980232558
271928,19-09-1974,F,9,2,1127.0,4,10654.41,1.0,3,3,11681.718588039868
271929,09-05-1973,F,6,3,1367.0,1,2226.57,1.0,1,1,4429.88862244898
271932,20-08-1976,F,6,2,885.0,1,779.02,2.0,1,1,4884.636892655367
271935,26-03-1970,M,5,3,184.0,5,12335.11,4.0,3,3,12185.951431034482
271936,13-06-1977,F,7,1,729.0,5,16531.9,2.0,3,4,12267.26375
271937,10-09-1983,F,10,3,849.0,5,6095.18,2.0,3,2,12267.26375
271940,16-09-1990,M,1,0,885.0,4,22105.53,2.0,3,4,12267.26375
271942,14-05-1982,F,2,3,425.0,3,10927.34,4.0,2,3,8503.386485355648
271943,20-10-1979,F,9,1,546.0,2,6189.11,3.0,1,2,5076.74070967742
271944,11-12-1971,F,5,3,1.0,3,11405.81,4.0,2,3,8503.386485355648
271945,25-06-1992,M,2,2,,3,9772.62,,2,3,
271947,06-01-1976,M,3,3,662.0,3,9003.54,2.0,2,2,8173.856144781144
271948,06-12-1980,F,5,3,611.0,2,2226.57,3.0,1,1,5076.74070967742
271950,14-06-1986,F,4,3,753.0,4,13434.59,2.0,3,3,12267.26375
271951,11-03-1972,F,4,3,603.0,3,7518.42,3.0,2,2,8499.556146616542
271952,12-05-1984,M,7,1,,2,2665.26,,1,1,
271954,10-11-1984,M,9,2,,1,4916.15,,1,1,
271955,18-02-1983,M,9,2,,2,4194.58,,1,1,
271957,29-12-1987,F,2,2,1393.0,2,7298.52,1.0,1,2,4429.88862244898
271958,15-06-1972,F,9,0,966.0,3,14989.33,1.0,2,3,8677.30678694158
271959,26-10-1970,M,9,1,659.0,9,26041.53,2.0,4,4,19073.41199367089
271961,15-01-1982,M,1,1,822.0,8,16186.04,2.0,4,4,19073.41199367089
271963,08-12-1975,F,1,3,,1,7812.35,,1,2,
271964,12-04-1977,F,2,0,453.0,4,17481.1,3.0,3,4,12095.5816
271965,06-09-1972,M,4,0,487.0,6,14149.52,3.0,4,3,18786.61404494382
271966,25-01-1988,M,6,0,609.0,3,4736.03,3.0,2,1,8499.556146616542
271968,05-03-1977,M,10,1,602.0,3,7331.68,3.0,2,2,8499.556146616542
271969,14-03-1974,M,5,0,456.0,5,14503.12,3.0,3,3,12095.5816
271970,06-12-1977,M,3,1,759.0,4,10967.12,2.0,3,3,12267.26375
271971,05-04-1982,F,2,0,426.0,9,31144.42,4.0,4,4,18744.19980232558
271972,04-09-1989,M,1,2,358.0,8,19285.56,4.0,4,4,18744.19980232558
271973,06-11-1983,M,6,0,,2,2856.43,,1,1,
271974,14-05-1986,F,4,3,488.0,3,8714.03,3.0,2,2,8499.556146616542
271975,16-02-1971,M,2,3,1002.0,7,25885.73,1.0,4,4,18231.710714285717
271978,10-10-1985,F,9,3,729.0,3,5352.62,2.0,2,1,8173.856144781144
271981,10-02-1985,M,3,2,668.0,4,7722.85,2.0,3,2,12267.26375
271982,10-08-1976,M,8,0,544.0,5,12566.06,3.0,3,3,12095.5816
271985,26-01-1983,F,10,3,479.0,4,10937.29,3.0,3,3,12095.5816
271986,22-08-1983,F,10,3,335.0,6,14221.35,4.0,4,3,18744.19980232558
271987,24-11-1979,M,2,3,874.0,5,13915.26,2.0,3,3,12267.26375
271988,28-04-1976,F,2,0,447.0,8,24174.08,4.0,4,4,18744.19980232558
271989,02-11-1978,M,3,2,665.0,4,20137.52,2.0,3,4,12267.26375
271990,02-04-1990,M,7,3,1093.0,3,5860.92,1.0,2,2,8677.30678694158
271991,02-04-1970,M,5,0,603.0,2,8207.94,3.0,1,2,5076.74070967742
271992,08-03-1984,M,8,3,1005.0,3,13014.69,1.0,2,3,8677.30678694158
271993,22-12-1982,M,2,1,1028.0,4,11245.58,1.0,3,3,11681.718588039868
271994,03-05-1974,F,6,2,1057.0,4,10519.6,1.0,3,3,11681.718588039868
271995,09-08-1990,F,5,3,448.0,4,10737.28,3.0,3,3,12095.5816
272002,10-05-1975,M,7,2,663.0,6,22644.76,2.0,4,4,19073.41199367089
272003,24-12-1973,M,3,2,358.0,4,5226.65,4.0,3,1,12185.951431034482
272005,06-01-1990,M,3,0,,3,9986.99,,2,3,
272006,12-06-1989,F,4,2,822.0,7,20867.92,2.0,4,4,19073.41199367089
272007,27-04-1988,M,7,0,607.0,3,684.0,3.0,2,1,8499.556146616542
272009,19-03-1971,M,8,1,,3,12711.92,,2,3,
272010,22-12-1972,F,5,3,1371.0,1,2541.5,1.0,1,1,4429.88862244898
272016,03-12-1971,F,7,2,1242.0,4,9480.9,1.0,3,2,11681.718588039868
272017,22-09-1970,M,8,0,972.0,7,24496.74,1.0,4,4,18231.710714285717
272018,09-06-1970,F,6,2,,4,8490.82,,3,2,
272019,14-03-1977,M,2,3,1243.0,4,12012.45,1.0,3,3,11681.718588039868
272020,07-05-1978,M,6,1,488.0,2,6170.32,3.0,1,2,5076.74070967742
272021,14-02-1985,M,2,3,1028.0,4,15791.56,1.0,3,4,11681.718588039868
272023,28-07-1989,F,6,0,816.0,3,10448.88,2.0,2,3,8173.856144781144
272026,06-02-1979,F,7,3,,4,11427.91,,3,3,
272028,20-02-1970,F,1,2,124.0,2,5370.3,4.0,1,1,5121.214583333333
272029,11-04-1991,M,10,1,,3,9862.12,,2,3,
272030,02-09-1982,F,8,3,1390.0,4,7268.69,1.0,3,2,11681.718588039868
272031,13-04-1982,F,1,3,276.0,5,7497.43,4.0,3,2,12185.951431034482
272032,15-09-1983,M,3,3,512.0,4,20056.85,3.0,3,4,12095.5816
272035,01-05-1983,F,2,3,,4,7731.69,,3,2,
272037,29-04-1971,F,7,3,423.0,3,7140.51,4.0,2,2,8503.386485355648
272038,02-12-1986,F,2,3,418.0,6,12555.01,4.0,4,3,18744.19980232558
272040,19-05-1988,M,10,3,425.0,2,10610.21,4.0,1,3,5121.214583333333
272042,01-12-1992,M,2,2,386.0,2,5670.86,4.0,1,2,5121.214583333333
272043,22-06-1974,F,4,3,752.0,4,10889.77,2.0,3,3,12267.26375
272044,27-07-1981,F,2,3,1212.0,3,8767.07,1.0,2,2,8677.30678694158
272045,07-05-1975,M,10,0,363.0,7,27318.92,4.0,4,4,18744.19980232558
272046,20-02-1973,M,5,3,453.0,3,10145.0,3.0,2,3,8499.556146616542
272047,13-10-1981,F,9,2,,4,7799.09,,3,2,
272048,08-11-1978,F,1,1,455.0,7,20095.53,3.0,4,4,18786.61404494382
272049,28-06-1975,F,6,1,,4,10004.67,,3,3,
272050,07-07-1983,F,3,2,,3,14983.8,,2,3,
272054,03-07-1973,M,1,3,659.0,4,15064.47,2.0,3,3,12267.26375
272055,15-02-1972,M,4,0,881.0,4,16392.68,2.0,3,4,12267.26375
272056,16-11-1990,F,3,2,,2,5984.68,,1,2,
272057,07-06-1978,M,5,0,,2,6370.32,,1,2,
272059,22-07-1991,F,6,2,724.0,5,20465.71,2.0,3,4,12267.26375
272060,12-07-1979,F,8,1,967.0,4,15706.47,1.0,3,4,11681.718588039868
272062,19-10-1971,F,5,1,821.0,7,30899.12,2.0,4,4,19073.41199367089
272063,17-04-1984,M,5,3,,3,1680.7,,2,1,
272067,14-05-1989,M,5,2,305.0,3,13024.63,4.0,2,3,8503.386485355648
272069,29-04-1972,F,8,1,426.0,6,13561.67,4.0,4,3,18744.19980232558
272070,18-05-1972,F,10,3,305.0,4,8089.7,4.0,3,2,12185.951431034482
272071,06-04-1970,F,6,3,,1,1193.4,,1,1,
272074,15-01-1972,F,10,3,549.0,5,13893.17,3.0,3,3,12095.5816
272075,23-02-1977,M,7,3,610.0,5,7414.55,3.0,3,2,12095.5816
272077,28-10-1980,M,5,1,63.0,4,11894.22,4.0,3,3,12185.951431034482
272079,09-09-1987,M,2,2,1027.0,7,14134.06,1.0,4,3,18231.710714285717
272080,05-04-1984,F,5,2,762.0,6,24548.68,2.0,4,4,19073.41199367089
272081,15-11-1978,F,6,0,1092.0,4,16676.66,1.0,3,4,11681.718588039868
272086,04-06-1989,M,4,2,756.0,6,14694.29,2.0,4,3,19073.41199367089
272088,08-09-1970,M,5,0,1210.0,5,12629.05,1.0,3,3,11681.718588039868
272091,22-04-1990,M,10,1,938.0,4,14310.85,1.0,3,3,11681.718588039868
272093,16-03-1981,F,8,3,,1,1476.28,,1,1,
272094,12-08-1971,F,7,2,667.0,3,6003.47,2.0,2,2,8173.856144781144
272096,12-11-1976,F,10,3,540.0,2,922.67,3.0,1,1,5076.74070967742
272098,25-06-1971,F,4,1,,6,16613.67,,4,4,
